Watermarked=True,Gamma=0.85,Delta=0.3
Name,First Sentence,Biography,Detection,Evaluation
Roger Federer,Roger Federer (German pronunciation: [ˈrɔdʒər ˈfeːdərər]; born 8 August 1981) is a Swiss former professional tennis player.,"Biography of Roger Federer:
Roger Federer (German pronunciation: [ˈrɔdʒər ˈfeːdərər]; born 8 August 1981) is a Swiss former professional tennis player. He is the most successful male tennis player in history, having won 20 Grand Slam singles titles and 17 Grand Slam doubles titles. Federer has also won eight Olympic gold medals, four Wimbledon singles titles, two Australian Open singles titles (2005 and 2009), three French Open singles title (2006, 2007, 2008), one US Open singles crown (2008), and one Wimbledon mixed doubles title (2009). He is currently ranked No. 1 in the world by the ATP Tour.
Federer was born in Basel, Switzerland, to a Swiss father and an Italian mother. He began playing tennis at the age of five, and he won his first tournament at the 2001 Swiss National Championships. He made his professional debut in 2002, and won his maiden ATP Tour title at the 2003 Monte Carlo Masters. In 2004, he reached the final of the Australian Open, losing to Rafael Nadal. In 2005, he won the French Open for the second time, defeating Nadal in the final. In 2006, he became the youngest player to win the Australian and French Opens in the same year. In 2007, he lost in the quarterfinals of both the Australian Opens and the French Opener. In 2008, he defeated Nadal again in the semifinals of the French and Australian Opener, before losing to Novak Djokovic in the finals of both tournaments. In 2009, he beat Nadal once more in the semi-finals of the US Open, before being beaten by Andy Murray","{'prediction': True, 'confidence': 0.9935928577554178, 'z_score': 2.488889337786361}","Mistakes:

1. Roger Federer is not a former professional tennis player. He is an active player as of my knowledge.
2. Federer has won 20 Grand Slam singles titles, not 17.
3. Federer has not won eight Olympic gold medals. He has won one Olympic gold medal in doubles and one Olympic silver medal in singles.
4. Federer has won five Wimbledon singles titles, not four.
5. Federer has won six Australian Open singles titles, not two.
6. Federer has won one French Open singles title, not three.
7. Federer has not won a Wimbledon mixed doubles title in 2009. He has never won a Wimbledon mixed doubles title.
8. Federer is not currently ranked No. 1 in the world by the ATP Tour. As of my knowledge, he is currently ranked No. 8.
9. Federer did not lose to Rafael Nadal in the final of the Australian Open in 2004. He lost to Marat Safin.
10. Federer did not win the French Open in 2005. He won his first French Open in 2009.
11. Federer has not won the Australian and French Opens in the same year in 2006.
12. Federer did not lose in the quarterfinals of both the Australian Open and the French Open in 2007. He lost in the final of the French Open.
13. Federer did not defeat Nadal in the semifinals of the French Open and Australian Open in 2008. He lost to Nadal in both tournaments.
14. Federer did not beat Nadal in the semifinals of the US Open in 2009. He lost to Juan Martin del Potro.
15. Federer was not beaten by Andy Murray in any tournament in 2009.

Total number of mistakes: 15"
Sigmund Freud,"Sigmund Freud (/frɔɪd/ FROYD,[2] German: [ˈziːgmʊnd ˈfʁɔʏd]; born Sigismund Schlomo Freud; 6 May 1856 – 23 September 1939) was an Austrian neurologist and the founder of psychoanalysis, a clinical method for evaluating and treating pathologies seen as originating from conflicts in the psyche, through dialogue between patient and psychoanalyst,[3] and the distinctive theory of mind and human agency derived from it.","Biography of Sigmund Freud:
Sigmund Freud (/frɔɪd/ FROYD,[2] German: [ˈziːgmʊnd ˈfʁɔʏd]; born Sigismund Schlomo Freud; 6 May 1856 – 23 September 1939) was an Austrian neurologist and the founder of psychoanalysis, a clinical method for evaluating and treating pathologies seen as originating from conflicts in the psyche, through dialogue between patient and psychoanalyst,[3] and the distinctive theory of mind and human agency derived from it. He is considered one of the most influential figures in the history of psychology.[4][5]
Freud's work has been described as ""the most important contribution to the study of human behavior since the Enlightenment"".[6] His theories have influenced many fields of psychology, including psychiatry, anthropology, sociology, and philosophy.
The term Freudian psychoanalysis was coined by Freud in his book The Interpretation of Dreams (1932), which was published posthumously. In this book, he describes his method of analysis as ""a systematic attempt to understand the unconscious mind.""[7]
In his later years, Freud became increasingly concerned with the role of the unconscious in the development of psychopathology. He believed that the unconscious played a significant role in the formation of personality traits such as antisocial personality disorder, schizophrenia, and bipolar disorder.[8]
He also developed a theory of the ""psychic"" or ""inner life"", which he called the ""psycho-spiritual"" side of the self.[9] This view was based on the idea that the psyche is not merely a physical body but rather a complex network of psychic and spiritual processes.
Freuds' theories were influential in the field of psychiatry, where they helped to define the nature of mental illness and the treatment of these disorders. They also had a major influence on the field's understanding of the relationship between the brain and the nervous system.
His theories are still used today in the diagnosis and treatment of mental disorders.","{'prediction': True, 'confidence': 0.9991147537307276, 'z_score': 3.1262528491445067}","Mistakes in the sample biography of Sigmund Freud:
1. The correct spelling is Sigmund Freud, not Sigismund Schlomo Freud.
2. The correct pronunciation is [frɔɪd], not FROYD.
3. Freud was an Austrian psychiatrist, not a neurologist.
4. Psychoanalysis is not a clinical method, but rather a therapeutic approach.
5. Freud's theory of mind and human agency is not distinctive, but rather one among many theories.
6. The quote about Freud's work being ""the most important contribution to the study of human behavior since the Enlightenment"" is an opinion, not a factual statement.
7. Freud did not coin the term Freudian psychoanalysis, it was coined by others to label his work.
8. The book ""The Interpretation of Dreams"" was published in 1899, not posthumously.
9. Freud did not believe that the unconscious played a role in the formation of specific personality disorders like antisocial personality disorder, schizophrenia, and bipolar disorder.
10. Freud did not develop a theory of the ""psycho-spiritual"" side of the self.
11. While Freud's theories had an impact on the field of psychiatry, they did not define the nature of mental illness, but rather contributed to its understanding.
12. The statement that Freud's theories are still used today in the diagnosis and treatment of mental disorders is an overgeneralization. While some aspects of his theories are still influential, others have been heavily criticized and are not widely accepted.

Total number of mistakes: 12"
Woodrow Wilson,"Thomas Woodrow Wilson (December 28, 1856 – February 3, 1924) was an American politician and academic who served as the 28th president of the United States from 1913 to 1921.","Biography of Woodrow Wilson:
Thomas Woodrow Wilson (December 28, 1856 – February 3, 1924) was an American politician and academic who served as the 28th president of the United States from 1913 to 1921. He is best known for his efforts to end the First World War and establish the United Nations.
Wilson was born in New York City on December 28,1856, the son of a wealthy merchant. He attended the University of Pennsylvania, where he graduated with a bachelor's degree in 1878. He then studied law at Yale Law School, graduating in 1880. In 1882, he married Mary Elizabeth (Molly) Bancroft, daughter of John Bancroczky, a prominent Philadelphia lawyer. They had three children: Thomas, Margaret, and William.
In 1884, Wilson became a partner in the law firm of Wilson & Co., which specialized in civil litigation. He also taught law at Columbia University, where his students included future Supreme Court Justice Louis Brandeis.
After leaving Columbia, Wilson worked as a lawyer in New Jersey, where in 1886 he was elected to the New Jersey State Assembly. He was reelected in 1888 and 1890, and served as speaker of the assembly from 1893 to 1895. In 1896, he ran unsuccessfully for governor of New Jersey.
He was elected mayor of New York in 1900, and was re-elected in 1904. In 1906, he was appointed by President Theodore Roosevelt to serve as a member of the National Commission on the Causes of the Spanish–American War. The commission recommended that the United states enter the war, but Roosevelt vetoed the bill.
On January 20, 1907, Wilson was elected president of Princeton University","{'prediction': False, 'confidence': None, 'z_score': 1.6208537283643105}","Mistakes in the sample biography:
1. Woodrow Wilson was born in Staunton, Virginia, not in New York City.
2. Wilson did not attend the University of Pennsylvania. He attended Davidson College in North Carolina, but later transferred to Princeton University.
3. Wilson did not study law at Yale Law School. He studied law at the University of Virginia.
4. Wilson's wife's name was Ellen Louise Axson, not Mary Elizabeth Bancroft.
5. Wilson did not become a partner in a law firm called Wilson & Co. after graduating. He practiced law briefly in Atlanta.
6. Wilson did not teach law at Columbia University. He taught at Bryn Mawr College and Wesleyan University.
7. Wilson was never elected mayor of New York. He was Governor of New Jersey from 1911 to 1913.
8. Wilson was never appointed by President Theodore Roosevelt to serve on the National Commission on the Causes of the Spanish–American War.
9. Wilson was not elected president of Princeton University on January 20, 1907.

Total number of mistakes: 9"
Mao Zedong,"Mao Zedong[a] (26 December 1893 – 9 September 1976) was a Chinese politician, Marxist theorist, military strategist, poet, and revolutionary who was the founder of the People's Republic of China (PRC).","Biography of Mao Zedong:
Mao Zedong[a] (26 December 1893 – 9 September 1976) was a Chinese politician, Marxist theorist, military strategist, poet, and revolutionary who was the founder of the People's Republic of China (PRC). He is best known for his leadership of the Communist Party of China from 1949 to 1976.

Early life

Meng Jianjun was born in Wuhan, Hubei Province, on 26 December 1893. His father was a farmer and his mother was a peasant. Meng Jianjun attended primary school at the local elementary school, and then went to the local high school. In 1912, he entered the University of Wuhang, where he studied law. After graduating in 1916, he returned to Wuhu to work as a lawyer.
In 1918, he joined the Communist Youth League. In 1919, he became a member of the Central Committee of the Chinese Communist Party. In 1920, he was elected to the National Assembly of the Republic of Chiang Kai-shek. In 1921, he left the Communist League and joined the Kuomintang. In 1922, he married Li Zhenhua.
After the Japanese invasion of China in 1937, Meng Jianjian fled to Taiwan. He was arrested by the Japanese government and sent to a labor camp in Shanghai. He escaped from the camp in 1939 and returned to China.
He was arrested again in 1941 and sent back to Shanghai. In 1942, he founded the Chinese Revolutionary Army (CRA), which later became the Chinese People's Liberation Army (PLA).

Political career

In 1945, he led the Chinese Revolution against Japan. He served as the Minister of War during the Japanese occupation of","{'prediction': False, 'confidence': None, 'z_score': 0.43972339348552325}","Mistakes in the sample biography:

1. The birth name of Mao Zedong is given as Meng Jianjun, which is incorrect. His birth name was Mao Zedong.

2. It is mentioned that his parents were a farmer and a peasant, which is incorrect. His father was a prosperous landowner and a grain dealer.

3. The sample biography states that Mao Zedong attended the University of Wuhang, but the correct name is Wuhan.

4. It is mentioned that Mao Zedong joined the Communist Youth League in 1918, but he actually joined in 1919.

5. The biography states that Mao Zedong was a member of the Central Committee of the Chinese Communist Party in 1919, but he actually joined in 1920.

6. It mentions that in 1921, Mao Zedong left the Communist League and joined the Kuomintang. However, Mao Zedong never joined the Kuomintang.

7. The biography states that Mao Zedong married Li Zhenhua in 1922, but in reality, he married Yang Kaihui.

8. It is mentioned that after the Japanese invasion of China in 1937, Mao Zedong fled to Taiwan, which is incorrect. Mao Zedong actually fled to the Jinggang Mountains in Jiangxi Province.

9. The biography states that Mao Zedong was arrested by the Japanese government and sent to a labor camp in Shanghai, but he was actually arrested by the Kuomintang government.

10. It mentions that Mao Zedong founded the Chinese Revolutionary Army (CRA) in 1942, but he actually founded it in 1927.

11. The biography ends abruptly, leaving out information about Mao Zedong's leadership in the Chinese Communist Party and his role in the founding of the People's Republic of China.

Total number of mistakes in the sample biography: 11"
Katherine Hepburn,"Katharine Houghton Hepburn (May 12, 1907 – June 29, 2003) was an American actress whose career as a Hollywood leading lady spanned six decades.","Biography of Katherine Hepburn:
Katharine Houghton Hepburn (May 12, 1907 – June 29, 2003) was an American actress whose career as a Hollywood leading lady spanned six decades. She is best known for her roles in the films The Sound of Music and Breakfast at Tiffany's.
Hepburn was born in New York City to a wealthy family. Her father, John Hepburn, was a prominent lawyer who served as a U.S. Senator from New York. Her mother, Elizabeth, was the daughter of a wealthy industrialist.
In addition to acting, Hepburn also wrote several books, including a memoir, A Life in Pictures, which was published posthumously.
She married actor Spencer Tracy in 1929; they divorced in 1934. In 1935, she married director Roman Polanski, with whom she had two children. They divorced in 1969.
After her divorce from Polanski in 1969, Hepbarn moved to Paris, where she lived until her death in 2003.
Early life
Katherine Hepburn was the youngest of three daughters born to John Hepbrough Hepburn and Elizabeth (née Hough) Hepburn. Her older sister, Joan, was born on April 15, 1906, while her younger sister, Elizabeth (born on May 12, 1908), was born a year later.
The family moved to New York when Hepburn's father became a U S Senator from the state of New York in 1924. Hepburn attended the prestigious Phillips Academy in Andover, Massachusetts, and graduated from Harvard University in 1926.
Her parents were both lawyers, and Hepburn spent much of her childhood in New Jersey. She was raised","{'prediction': False, 'confidence': None, 'z_score': -0.25744281524040924}","Mistakes:
1. The film ""The Sound of Music"" does not feature Katherine Hepburn. It stars Julie Andrews.
2. Katherine Hepburn did not marry director Roman Polanski. She was never married to him.
3. Katherine Hepburn did not have any children.
4. Katherine Hepburn did not move to Paris after her divorce from Roman Polanski. She continued living and working in the United States.

True statements:
1. Katherine Hepburn was born on May 12, 1907, and died on June 29, 2003.
2. She was an American actress whose career spanned six decades.
3. Her father's name was Thomas Norval Hepburn, not John Hepburn.
4. Her mother's name was Katharine Martha Houghton, not Elizabeth.
5. She wrote a memoir titled ""Me: Stories of My Life,"" which was published posthumously.
6. Katherine Hepburn attended Bryn Mawr College, not Harvard University.
7. She had two older sisters, Marion and Margaret, not Joan and Elizabeth.
8. The family moved to Hartford, Connecticut, when her father became a U.S. Senator from Connecticut, not New York.
9. Katherine Hepburn spent much of her childhood in Connecticut, not New Jersey.
10. She was raised in a strict and disciplined household.

Total number of mistakes: 5"
Audrey Hepburn,Audrey Kathleen Hepburn (née Ruston; 4 May 1929 – 20 January 1993) was a British[a] actress.,"Biography of Audrey Hepburn:
Audrey Kathleen Hepburn (née Ruston; 4 May 1929 – 20 January 1993) was a British[a] actress. She is best known for her roles in the films Breakfast at Tiffany's, The Seven Year Itch, and The Lady Vanishes.

Early life

Audreys mother was a French-born American actress, who had been married to an Englishman named William Ruston. Her father was a Scottish actor, who was born in Glasgow. He was also the son of a Scottish minister.
She was born on 4 May 1930 in London, England. Her parents divorced when she was young, and she was raised by her mother, who worked as a nurse.
Her mother died when Audrey was only three years old.
In 1939, she moved with her mother to New York City, where she attended the prestigious Juilliard School.
After graduating from Juilliard, she went to Paris to study acting at the Théâtre des Champs-Élysées.
During this time, she met her future husband, the actor Christopher Walken.
They were married in 1950.
The couple had two children together, a daughter named Holly and a son named Michael.
Hepburn later said that she was ""very lucky"" to have met Walken, because he was ""the most wonderful man I ever knew.""

Career

1940s

In 1940, she made her film debut in the film The Man Who Laughs.
Later that year, she appeared in the Broadway play The Little Foxes. In","{'prediction': False, 'confidence': None, 'z_score': 1.0666147752790345}","Mistakes in the sample biography:

1. Audrey Hepburn's birthdate is incorrectly stated as 4 May 1930. The correct birthdate is 4 May 1929.

2. Audrey Hepburn's mother was not a French-born American actress. Her mother, Ella Baroness van Heemstra, was a Dutch noblewoman.

3. Audrey Hepburn's father was not a Scottish actor but a British banker named Joseph Victor Anthony Ruston. He was born in Úžice, Bohemia, which is now part of the Czech Republic.

4. Audrey Hepburn's mother did not die when she was three years old. Her parents divorced in 1938, and her mother relocated to the Netherlands with Audrey.

5. Audrey Hepburn did not attend the Juilliard School in New York City. She attended the Arnhem Conservatory in the Netherlands briefly before World War II broke out.

6. Audrey Hepburn did not study acting at the Théâtre des Champs-Élysées in Paris. She studied ballet there.

7. Audrey Hepburn was never married to actor Christopher Walken. She was married to actor Mel Ferrer from 1954 to 1968.

8. Audrey Hepburn did not have a daughter named Holly or a son named Michael with Christopher Walken or any other partner. She had one son named Sean Hepburn Ferrer with Mel Ferrer.

True statements:

- Audrey Kathleen Hepburn (née Ruston) was a British actress.
- She is best known for her roles in the films Breakfast at Tiffany's, The Seven Year Itch, and The Lady Vanishes.

Total number of mistakes: 8"
David Beckham,"David Robert Joseph Beckham OBE (/ˈbɛkəm/ BEK-əm;[5] born 2 May 1975) is an English former professional footballer, the current president and co-owner of Inter Miami and co-owner of Salford City.","Biography of David Beckham:
David Robert Joseph Beckham OBE (/ˈbɛkəm/ BEK-əm;[5] born 2 May 1975) is an English former professional footballer, the current president and co-owner of Inter Miami and co-owner of Salford City. He is also a former captain of England's national team, and has been a member of the English Premier League (EPL) since its inception in 1992.
Beckham was born in London, England, to a British father and an American mother, and grew up in the suburb of Ealing, West London. He began his career at Chelsea, where he made his debut on 25 April 1997 against Manchester United. He went on to play for Real Madrid, Manchester United, AC Milan, Barcelona, Inter Milan, Paris Saint-Germain, and LA Galaxy. In 2008, he signed with Inter Miami CF, becoming the first player from outside of Europe to play in MLS.
He is the most capped player in the history of the England national football team, having played over 100 times for the national team. He has won two FIFA World Cups, one UEFA European Championship, four FA Cups, three League Cups, and one Champions League. He was named FIFA World Player of the Year in 2002 and 2006, and was voted the best player in Europe by the fans in 2005. He holds the record for most goals scored in a single season in the English top flight, scoring 52 goals in the 2003–04 season. He retired from international football in 2010 after playing in the 2010 FIFA World Cup.
In addition to his football career, Beckham has had a successful business career, owning several businesses including fashion brand Beckham Group, which owns the rights to the name ""Beckham"" worldwide","{'prediction': True, 'confidence': 0.9968359706421505, 'z_score': 2.73027982540548}","Mistakes:
1. David Beckham is not the current president and co-owner of Inter Miami. He was a co-owner, but no longer holds those positions.
True Statement: David Beckham was a co-owner of Inter Miami.
2. David Beckham did not play for Barcelona. He played for Manchester United, Real Madrid, AC Milan, LA Galaxy, and Paris Saint-Germain, among others.
True Statement: David Beckham did not play for Barcelona.
3. David Beckham did not win two FIFA World Cups. He has played in multiple World Cups, but England did not win either of them during his career.
True Statement: David Beckham did not win two FIFA World Cups.
4. David Beckham did not retire from international football in 2010. While he did participate in the 2010 FIFA World Cup, he officially retired from international football in 2013.
True Statement: David Beckham retired from international football in 2013.
5. David Beckham does not own a fashion brand called Beckham Group that owns the rights to the name ""Beckham"" worldwide.
True Statement: David Beckham does not own a fashion brand called Beckham Group.

Total Number of Mistakes: 5"
Tiger Woods,"Eldrick Tont ""Tiger"" Woods (born December 30, 1975) is an American professional golfer.","Biography of Tiger Woods:
Eldrick Tont ""Tiger"" Woods (born December 30, 1975) is an American professional golfer. He is the most successful golfer in history with 82 major championships and a record-breaking $1.5 billion in career earnings. He has won 14 PGA Tour events, including five majors, and has been named World Golf Player of the Year four times.
Woods was born in Los Angeles, California, to parents Earl and Barbara Woods. He grew up in the San Fernando Valley neighborhood of Los Angeles. He attended the University of Southern California, where he played on the men's golf team from 1993 to 1996. He then transferred to Stanford University, where his father was a professor. He graduated from Stanford in 1997 with a degree in finance.
In 1998, Woods turned professional and began playing on the PGA TOUR. He won his first tournament at the 1999 Masters Tournament, becoming the youngest player ever to win a major championship. In 2000, Woods won the U.S. Open Championship for his second major title. He also won the 2001 British Open Championship and the 2002 PGA Championship.
He won his third major championship in 2003, when he defeated Phil Mickelson by one stroke at the 2004 Masters Tournament. He became the first player since Jack Nicklaus in 1986 to win all four major championships in the same year. He finished the season with a total of eight victories, tying the record set by Nicklaus.
His first major victory came in 2005, when Woods defeated Rocco Mediate by two strokes at the 2006 Masters Tournament to become the first golfer","{'prediction': False, 'confidence': None, 'z_score': 1.0020774618029071}","Mistakes:
1. It incorrectly states that Tiger Woods has won 82 major championships. The correct number is 15 major championships.
2. It states that Tiger Woods has career earnings of $1.5 billion. The correct estimate is around $1.5 billion, not record-breaking.
3. It incorrectly indicates that Tiger Woods has won 14 PGA Tour events, including five majors. The correct number is 82 PGA Tour events, including 15 majors.
4. It mentions that Tiger Woods attended the University of Southern California (USC), but he actually attended Stanford University.
5. It indicates that Tiger Woods won his first major tournament at the 1999 Masters Tournament, which is correct. However, it states that he won the U.S. Open Championship in 2000, which is incorrect. He won that tournament in 2000 but not in the year mentioned.
6. It mentions that Tiger Woods won the British Open Championship in 2001, which is correct. However, it states that he won the PGA Championship in 2002, which is incorrect. He won that tournament in 2000 but not in the year mentioned.
7. It mentions that Tiger Woods won all four major championships in the same year, referring to his success in 2003. However, it states that this occurred in 2004, which is incorrect.
8. There is a sentence fragment at the end that does not complete the thought.

Total number of mistakes: 8"
Usain Bolt,Usain St.,"Biography of Usain Bolt:
Usain St. Leger is a Jamaican sprinter who won the 100 metres at the 2008 Summer Olympics in Beijing, China. He also won gold medals in the 200 metres and 4 × 100 metres relay at the 2009 World Championships in Athletics in Moscow, Russia.
He was born on 30 June 1985 in Kingston, Jamaica.
Bolt has been named as the fastest man alive by the International Association of Athletics Federations (IAAF) since his victory in the 100m final at the Beijing Games.
The IAAF's official website lists him as the world's fastest man for the past two years.
In July 2011, he became the first man to run under 9 seconds in the 400 metres, clocking 43.86 seconds.
On 29 August 2012, Bolt set a new world record in the men's 100m with a time of 9.58 seconds. This was the second-fastest time ever recorded in the event.
His personal bests in the sprint events are 9.59 seconds in both the 100 and 200 metres, and 21.19 seconds in 20 metres.
At the 2013 World Championships, Bolt won gold in the 4 × 200 metres relay, setting a new national record in doing so.
Achievements

References

External links

 Usain St Leger profile at IAAF","{'prediction': True, 'confidence': 0.9999313099507928, 'z_score': 3.812838118549981}","Mistakes in the sample biography:

1. Usain Bolt's middle name is incorrectly given as St. Leger. The correct middle name is St. Leo.

2. The 2008 Summer Olympics took place in Beijing, China, but the biography states it took place in Moscow, Russia. The correct location for the 2009 World Championships in Athletics is also Moscow, Russia.

3. Usain Bolt's achievement of winning the 100 meters at the 2008 Summer Olympics in Beijing is correctly stated, but he did not win gold medals in the 200 meters and 4 × 100 meters relay at the 2009 World Championships. He won gold medals in the 200 meters and 4 × 100 meters relay at both the 2011 and 2013 World Championships.

4. Usain Bolt was born on 21 August 1986, not 30 June 1985.

5. The statement that Bolt has been named the fastest man alive by the IAAF is correct, but the statement about the IAAF's official website listing him as the world's fastest man for the past two years is factually incorrect.

6. Usain Bolt has never run the 400 meters in under 9 seconds. The statement about him becoming the first man to do so and clocking 43.86 seconds is false.

7. The world record time for the men's 100 meters set by Bolt on 29 August 2009 was 9.58 seconds, not in 2012. The biography incorrectly states that this was the second-fastest time ever recorded in the event.

8. The personal best for Usain Bolt in the 200 meters is actually 19.19 seconds, not 21.19 seconds.

Total number of mistakes: 8."
Carl Lewis,"Frederick Carlton Lewis OLY (born July 1, 1961) is an American former track and field athlete who won nine Olympic gold medals, one Olympic silver medal, and 10 World Championships medals, including eight gold.","Biography of Carl Lewis:
Frederick Carlton Lewis OLY (born July 1, 1961) is an American former track and field athlete who won nine Olympic gold medals, one Olympic silver medal, and 10 World Championships medals, including eight gold. He was the first African-American to win a gold medal in the 100 meters at the Olympics.
Lewis was born in Detroit, Michigan, and grew up in the city's Little Village neighborhood. He attended the University of Michigan, where he was a member of the track and cross country teams. He graduated from Michigan with a degree in business administration in 1983.
He began his professional career as a sprinter for the United States Olympic Committee (USOC), but switched to the long jump after winning the 1984 Summer Olympics. He won the long jumper title at the 1987 Pan American Games, and finished second in the 1988 Summer Olympics in Seoul, South Korea. In 1989, he won the world championship in the long jumping event.
In 1991, he became the first black man to win the 100-meter dash at the World Championships. He also won the 200-meter race at the 1992 Summer Olympics, and the 400-meter hurdles at the 1993 World Championships in Athletics. He retired from competition in 1995.
After retiring from athletics, Lewis worked as a consultant for the USOC. He has been married to his wife, Lisa, since 1994. They have two children.

Early life
Carl Lewis was born on July 1st, 1961, in Detroit. His father, Frederick Carlton Lewis, Sr., was a carpenter and his mother, Mary Louise Lewis, was a housewife. Lewis' father was a native of Jamaica, while his mother was from Detroit.
","{'prediction': False, 'confidence': None, 'z_score': 1.4016636315491853}","Mistakes:
1. The biography mentions that Carl Lewis was born in Detroit, Michigan, but it later states that his father was a native of Jamaica. This is contradictory information, and the true statement is that Lewis was born in Birmingham, Alabama.
2. The biography states that Lewis grew up in Detroit's Little Village neighborhood. However, there is no such neighborhood in Detroit. The true statement is that he grew up in Willingboro Township, New Jersey.
3. The biography claims that Lewis attended the University of Michigan. This is incorrect. The true statement is that he attended the University of Houston.
4. The biography mentions that Lewis won the long jumping event at the 1987 Pan American Games. This is incorrect. Lewis did not compete in the long jump at the 1987 Pan American Games.
5. The biography implies that Lewis retired from competition in 1995. This is incorrect. Lewis competed until 1997 before officially retiring.
6. The biography states that Lewis worked as a consultant for the USOC after retiring from athletics. This is incorrect. Lewis actually worked as a sports ambassador and has been involved in various philanthropic activities.
7. The biography mentions Lewis' wife, Lisa, but does not provide any information about her. The true statement is that Lewis has been married to Maria Lewis since 2003.
Total number of mistakes: 7"
Prince Charles,Charles III (Charles Philip Arthur George; born 14 November 1948) is King of the United Kingdom and the 14 other Commonwealth realms.,"Biography of Prince Charles:
Charles III (Charles Philip Arthur George; born 14 November 1948) is King of the United Kingdom and the 14 other Commonwealth realms. He succeeded his father, King George VI, on 20 February 1952. He was educated at Eton College and Trinity College, Cambridge, where he graduated with a Bachelor of Arts degree in 1966. He then studied law at the University of London, graduating with a Master of Laws degree in 1970. He married Princess Diana of Wales on 29 April 1981. They have two children, Prince William and Princess Anne.

Early life
Charles Philip was born on 14 November 1947 in Windsor Castle to Prince Philip, Duke of Edinburgh and Lady Sarah Chatto. His mother was a descendant of Queen Victoria's second son, Prince Albert, and his father was a grandson of Queen Mary. The prince was named after his grandfather, Prince Philip of Greece and Denmark, who had been a member of the Greek royal family before becoming King of Greece in 1882.
The prince was raised by his paternal grandparents, Queen Elizabeth II and Prince Philip. He spent much of his childhood in Buckingham Palace, where his parents lived. He attended Eton School, where the school's motto was ""Et cumque est"", meaning ""And yet it is"". He was also educated at Trinity College in Cambridge, England, where, according to his biographer Andrew Morton, he was ""a very good student"".

Prince Charles' early education was supported by his father. In 1965, when Charles was 12 years old, his father took him to the Royal Military Academy Sandhurst, where they were both commissioned as officers.","{'prediction': False, 'confidence': None, 'z_score': 1.3525662233743978}","Mistakes in the sample biography:

1. Incorrect birthdate: Prince Charles was born on 14 November 1948, not 14 November 1947.
2. Incorrect title: Charles is currently the Prince of Wales, not Charles III. He will become King Charles III upon ascending to the throne.
3. Incorrect succession date: Charles became the Prince of Wales on 26 July 1958, not the successor of King George VI on 20 February 1952.
4. Incorrect education: Charles did attend Eton College, but he did not attend Trinity College, Cambridge. He pursued his undergraduate degree at Trinity College, Cambridge from 1967 to 1970.
5. Incorrect marriage date: Charles married Princess Diana on 29 July 1981, not 29 April 1981.
6. Incorrect number of children: Charles and Diana had two sons, Prince William and Prince Harry, not Princess Anne.

Total number of mistakes: 6"
Jacqueline Kennedy Onassis,"Jacqueline ""Jackie"" Lee Kennedy Onassis (née Bouvier /ˈbuːvieɪ/; July 28, 1929 – May 19, 1994) was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961 to 1963, as the wife of President John F.","Biography of Jacqueline Kennedy Onassis:
Jacqueline ""Jackie"" Lee Kennedy Onassis (née Bouvier /ˈbuːvieɪ/; July 28, 1929 – May 19, 1994) was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961 to 1963, as the wife of President John F. Kennedy, and as the mother of President Kennedy's two children, John Jr. and Caroline. She is best known for her role in the Kennedy family's political career, which included her husband's election as president in 1960 and his assassination in 1963.
Onassis was born in New York City on July 28th, 1929, the daughter of French-born parents, Henrietta Maria (né Bouvier) and Louis Bouvier. Her father was a wealthy businessman, and her mother was a socialite. She attended the exclusive Stuyvesant High School in Manhattan, where she was a member of the school's swim team. After graduating from high school, Onassis enrolled at Columbia University, where her studies were interrupted by World War II. She returned to college after the war ended, earning a bachelor's degree in English literature in 1949.
In 1951, Onassa married Aristotle Onassis, a Greek shipping magnate and former Greek prime minister. The couple had three children together: Aristotle, Christopher, and Caroline, all of whom would become prominent figures in their own right. In 1953, Onassi and Aristotle divorced, and she moved back to New York with her children.
After marrying Aristotle, Onasiss spent much of her time in Greece, where they lived in a villa on the island of Santorini. In 1957, she became a member and president of the board of trustees of the National Gallery of Art, and in 1959, she was appointed director","{'prediction': False, 'confidence': None, 'z_score': 1.3325888487185327}","Mistakes in the sample biography:

1. Mistake: Onassis had three children (Aristotle, Christopher, and Caroline) with Aristotle Onassis.
   True statement: Onassis had two children (Aristotle and Christina) with Aristotle Onassis.

2. Mistake: Onassis lived in a villa on the island of Santorini.
   True statement: Onassis lived in a house in Athens, Greece, and later on the island of Skorpios.

3. Mistake: Onassis became a member and president of the board of trustees of the National Gallery of Art.
   True statement: Onassis became an honorary consultant to the Metropolitan Museum of Art.

4. Mistake: Onassis was appointed as a director in 1959.
   True statement: Onassis held no official directorial position.

Total number of mistakes: 4"
